TICKERS,Name,Price,Market_Cap,Beta,Sector,Industry,P/E_Ratio,FWD_P/E_Ratio,PEG_Ratio,P/B_Ratio,P/S_Ratio_TTM,EV/EBITDA,Dividend_Yield,Payout_Ratio,Profit_Margin,Operating_Margin,EBITDA_Margin
TREX,"Trex Company, Inc.",63.17,6781686012.53891,1.497,Industrials,Building Products & Equipment,25.838842,28.701834,2.74,7.6087217,5.503696,17.211,,,0.21068001,0.31053,0.32296002
TRGP,Targa Resources Corp.,165.235,35999247261.96289,2.249,Energy,Oil & Gas Midstream,34.58316,20.8566,1.31,14.627819,2.2232702,13.454,0.0186,0.4737,0.06724,0.17608,0.23215
TRI,Thomson Reuters Corporation,166.5,74938279376.2207,0.395,Industrials,Specialty Business Services,32.243687,39.62052,4.09,6.4316688,10.651478,36.866,0.0128999995,0.4,0.33651,0.23506,0.29740998
TRN,"Trinity Industries, Inc.",34.75,2814321379.6157837,1.381,Industrials,Railroads,16.150946,18.19149,2.14,2.6479006,0.873807,11.85,0.0328,0.5094,0.04975,0.13989,0.22262
TRNO,Terreno Realty Corporation,63.14,6115346437.142944,0.909,Real Estate,REIT—Industrial,35.03889,38.47561,4.24,1.7639327,17.502386,32.413,0.031,1.0,0.4578,0.39134997,0.59508
TROX,Tronox Holdings plc,13.385,2101915266.2658691,1.625,Basic Materials,Chemicals,,10.460938,32.9,1.1149014,0.72035563,11.254,0.0367,0.1558,0.01801,0.09268,0.14752
TRP,TC Energy Corporation,47.38,48939996953.61328,0.819,Energy,Oil & Gas Midstream,19.683332,16.892857,-5.93,1.7752956,2.9848795,12.554,0.0602,1.142,0.21383,0.39584,0.58913
TRTX,"TPG RE Finance Trust, Inc.",8.435,683845775.7641144,2.231,Real Estate,REIT—Mortgage,,7.752293,1.6,0.60830754,15.566011,,0.114300005,0.9897,-0.30494,0.56605,
TRU,TransUnion,105.67,20619116533.66089,1.622,Financial Services,Financial Data & Stock Exchanges,,23.182316,1.75,4.988487,5.1463904,21.285,0.0039,0.3784,-0.040799998,0.18294,0.30403998
TRV,"The Travelers Companies, Inc.",258.695,63708525761.87988,0.63,Financial Services,Insurance—Property & Casualty,13.303902,12.322195,0.88,2.1153357,1.2998884,9.039,0.0162,0.21059999,0.10019,0.13928,0.14818
TS,Tenaris S.A.,32.305,17769448770.604248,1.444,Energy,Oil & Gas Equipment & Services,6.8525643,9.899692,10.91,2.151564,1.3342096,8.981,0.0377,0.2564,0.20413,0.15405,0.27596
TSE,Trinseo PLC,5.56,197640045.39489746,1.614,Basic Materials,Specialty Chemicals,,-1.801282,-0.03,,0.055722773,17.374,0.0073,0.3668,-0.12617,0.0013,0.03977
TSI,"TCW Strategic Income Fund, Inc.",5.09,242224181.48050308,0.381,Financial Services,Asset Management,12.069047,,,1.0045346,13.405863,,0.047399998,0.5711,1.10415,0.88041997,
TSLX,"Sixth Street Specialty Lending, Inc.",20.5899,1929641892.0631409,1.065,Financial Services,Asset Management,8.755275,9.562212,4.51,1.207027,4.05695,,0.1018,0.8903,0.44534,0.78482,
TSM,Taiwan Semiconductor Manufacturing Company Limited,198.33,1032911493116.4844,1.268,Technology,Semiconductors,35.29485,24.442188,1.49,1.2933432,0.38878348,2.264,0.012200001,0.35900003,0.39123002,0.47487998,0.6779
TSN,"Tyson Foods, Inc.",58.76,20985074650.646484,0.773,Consumer Defensive,Farm Products,,16.867144,0.43,1.161811,0.3942869,11.59,0.033099998,2.0213,-0.00013,0.0334,0.04814
TSQ,"Townsquare Media, Inc.",10.01,154245883.0467224,1.339,Communication Services,Advertising Agencies,,9.98,-4.78,,0.3424298,8.303,0.0779,0.436,-0.19531,0.10905,0.17947
TT,Trane Technologies plc,394.995,89015534254.76074,1.214,Industrials,Building Products & Equipment,38.63806,31.743362,2.65,12.848411,4.730441,26.769,0.0084,0.31120002,0.12332,0.19267,0.1873
TTC,The Toro Company,81.75,8371331887.893677,0.687,Industrials,Tools & Accessories,21.417322,17.74074,1.98,5.1328883,1.8676798,14.067,0.0174,0.3727,0.08891,0.13744001,0.14825
TTE,TotalEnergies SE,64.968,148146835494.625,0.737,Energy,Oil & Gas Integrated,7.3771234,7.9963193,1.64,1.2830603,0.70396435,4.22,0.052800003,0.3662,0.10106,0.12226,0.19928
TTI,"TETRA Technologies, Inc.",3.0488,408806376.2104511,2.055,Energy,Oil & Gas Equipment & Services,44.357143,7.7375,0.57,2.631579,0.6378711,7.704,,,0.01607,0.12281,0.12543
TU,TELUS Corporation,16.12,23908798549.921875,0.721,Communication Services,Telecom Services,42.421318,20.948051,8.99,1.5121402,1.2022152,10.573,0.071,2.8394,0.03912,0.14959,0.25441998
TUYA,Tuya Inc.,1.615,878273678.2772217,0.353,Technology,Software—Infrastructure,,14.590909,-10.77,0.8986562,3.3932538,-1.563,,,-0.06196,-0.1125,-0.24705
TV,"Grupo Televisa, S.A.B.",2.355,1280399549.8779297,1.428,Communication Services,Telecom Services,0.13400577,77.5,5.32,0.054838788,0.017899401,3.044,0.0423,0.0049,-0.09503,0.0057,0.35312
TVE,Tennessee Valley Authority PARRS A 2029,22.615,,,,,,14.176792,,,,,,,,,
TWI,"Titan International, Inc.",7.355,524595928.6236763,1.797,Industrials,Farm & Heavy Construction Machinery,16.872093,10.35,0.69,0.85634255,0.2920141,6.376,,,0.01554,0.0425,0.08293
TWLO,Twilio Inc.,70.52,11315875852.966309,1.35,Technology,Software—Infrastructure,,18.346354,1.06,1.3323877,2.6742847,243.989,,,-0.1402,-0.01787,0.0090499995
TWO,Two Harbors Investment Corp.,12.9,1340363548.4819412,1.874,Real Estate,REIT—Mortgage,22.343449,8.763514,4.87,0.8438983,2.5731266,,0.1387,3.1034,0.25585,0.51502,
TX,Ternium S.A.,34.71,6775570500.183105,1.671,Basic Materials,Steel,,4.6680217,6.22,0.5691863,0.35138994,15.713,0.095699996,0.8788,-0.03563,0.08208,0.23076999
TXNM,"TXNM Energy, Inc.",43.52,3921544901.965332,0.365,Utilities,Utilities—Regulated Electric,48.322224,15.434752,3.64,1.6328177,2.1327784,15.27,0.0356,1.6777999,0.044899996,0.21711001,0.33203998
TXO,"TXO Partners, L.P.",18.91,734462328.2377243,,Energy,Oil & Gas E&P,,9.814433,,1.2454249,2.5386014,8.787,0.1228,0.44669998,-0.60076,-0.17636,0.26077998
TXT,Textron Inc.,87.51,16348358748.432129,1.229,Industrials,Aerospace & Defense,18.486258,12.541608,1.17,2.3876696,1.178552,11.473,0.00090000004,0.016900001,0.06671,0.10094,0.121470004
TY,Tri-Continental Corporation,33.44,1728400964.4317627,0.961,Financial Services,Asset Management,6.1549816,,,0.9492915,26.27275,,0.035,0.1999,4.27135,0.87689,
TYG,Tortoise Energy Infrastructure Corporation,40.74,438875286.6268158,2.142,Financial Services,Asset Management,4.1859937,-65.895645,,1.0091964,32.345493,,0.0762,0.291,7.7228303,0.49764,
TYL,"Tyler Technologies, Inc.",585.97,25078319167.181396,0.776,Technology,Software—Application,122.05614,55.29151,4.16,7.9764023,12.346136,71.407,,,0.10243,0.14425,0.17548999
U,Unity Software Inc.,21.335,8447122128.884277,2.28,Technology,Software—Application,,-18.265432,-0.08,2.6294546,4.092426,-36.545,,,-0.38459998,-0.28807,-0.13272999
UA,"Under Armour, Inc.",8.255,3772682758.960785,1.662,Consumer Cyclical,Apparel Manufacturing,,24.470587,1.66,1.9750298,0.6705939,11.273,,,-0.01498,0.00677,0.06506
UAA,"Under Armour, Inc.",8.96,3772567836.456299,1.662,Consumer Cyclical,Apparel Manufacturing,,25.87143,-4.45,2.1521761,0.66810644,12.167,,,-0.01498,0.00677,0.06506
UAN,"CVR Partners, LP",71.0349,774264246.4889526,1.281,Basic Materials,Agricultural Inputs,15.30983,-11.409236,,2.4942563,1.4092423,7.74,0.098500006,1.985,0.09292,0.27817,0.30844
UBER,"Uber Technologies, Inc.",80.504,170407038902.12695,1.331,Technology,Software—Application,87.75,35.58407,1.6,13.675046,4.233453,62.738,,,0.0502,0.07439,0.06982
UCB,"United Community Banks, Inc.",28.53,3398477557.2834015,0.901,Financial Services,Banks—Regional,18.52922,12.1234045,13.41,1.0393965,4.09443,,0.034,0.5974,0.23068,0.41368,
UDR,"UDR, Inc.",44.27,16550641913.345337,0.841,Real Estate,REIT—Residential,107.5122,91.833336,5.16,3.9552171,9.915287,21.492,0.0388,3.0854,0.08231,0.17577,0.59606
UE,Urban Edge Properties,21.945,2846316000.0,1.566,Real Estate,REIT—Retail,8.902834,440.0,15.99,2.237819,6.6974835,19.199,0.031,0.2672,0.6847,0.17506,0.53608
UFI,"Unifi, Inc.",6.895,126963523.60725403,0.798,Consumer Cyclical,Textile Manufacturing,,10.715385,22.9,0.48264155,0.21713144,-56.267,,,-0.08141,-0.00333,-0.0072399997
UGI,UGI Corporation,25.09,5357563778.98053,1.143,Utilities,Utilities—Regulated Gas,7.9856687,8.358334,1.47,1.1511649,0.7296571,6.553,0.06,0.4777,0.09129,0.10942,0.25081
UGP,Ultrapar Participações S.A.,3.585,3963124626.135132,0.995,Energy,Oil & Gas Refining & Marketing,8.0,9.24359,2.64,0.2752959,0.030551193,2.717,0.0342,0.2559,0.02202,0.026659999,0.04452
UHAL,U-Haul Holding Company,70.34,12275105264.465332,1.096,Industrials,Rental & Leasing Services,25.680147,15.522222,1.7,1.8255233,2.1855075,10.787,,,0.10069,0.19952999,0.30914
UHS,"Universal Health Services, Inc.",233.07,15488136756.311035,1.279,Healthcare,Medical Care Facilities,17.042583,13.013709,0.6,2.3970559,1.0343152,10.196,0.0034,0.0588,0.06222,0.11168,0.13404
UHT,Universal Health Realty Income Trust,41.255,572102209.0187073,0.842,Real Estate,REIT—Healthcare Facilities,31.684616,,,2.991082,5.7193394,14.417,0.0718,2.2308,0.18106002,0.39415002,0.64404
UI,Ubiquiti Inc.,254.7,15171520550.354004,1.161,Technology,Communication Equipment,43.40744,29.265352,3.49,160.66158,7.986356,30.952,0.0094,0.4145,0.18146999,0.27267,0.26872998
UIS,Unisys Corporation,6.36,447213987.5753021,0.781,Technology,Information Technology Services,,7.9874997,1.37,,0.22266735,-2.441,,,-0.18952,0.02279,-0.13781
UL,Unilever PLC,61.79,154807010658.97266,0.219,Consumer Defensive,Household & Personal Products,21.636364,18.730303,3.94,7.591559,2.5648391,15.353,0.0296,0.64169997,0.11013,0.19677,0.19815001
ULS,UL Solutions Inc.,53.125,10522368812.95459,,Industrials,Specialty Business Services,39.320892,33.34177,4.69,13.717815,3.843975,21.123,0.0094,0.0933,0.0971,0.16986,0.19312
UMC,United Microelectronics Corporation,7.81,19973050121.887207,1.145,Technology,Semiconductors,11.795454,11.448529,-1.84,0.27414867,0.08938146,0.389,0.0587,0.7028,0.23319,0.24449,0.41801
UMH,"UMH Properties, Inc.",18.75,1465315748.6577148,1.285,Real Estate,REIT—Residential,,124.53333,-63.03,3.0453212,6.395037,23.152,0.0463,3.85,0.058509998,0.1815,0.43058997
UNF,UniFirst Corporation,191.25,3523459886.8026733,0.813,Industrials,Specialty Business Services,27.675438,22.917675,3.17,1.7083155,1.5039079,11.657,0.0069,0.1898,0.05445,0.080299996,0.12691
UNFI,"United Natural Foods, Inc.",20.735,1214562774.8710632,0.625,Consumer Defensive,Food Distribution,,19.663464,-2.84,0.7440174,0.039502542,10.139,,,-0.0036199999,0.0055199997,0.015039999
UNH,UnitedHealth Group Incorporated,572.1611,525071618753.8047,0.593,Healthcare,Healthcare Plans,37.108326,19.013361,1.76,5.30666,1.3417292,16.467,0.0147,0.5176,0.03635,0.08637,0.08894
UNM,Unum Group,63.4,11766861341.626709,0.756,Financial Services,Insurance—Life,9.318649,7.118589,0.95,1.1416707,0.92920953,6.731,0.026500002,0.21440001,0.10396,0.16868,0.15737
UNP,Union Pacific Corporation,241.61,146318402043.35156,1.05,Industrials,Railroads,22.56573,19.407108,1.8,8.887698,6.094756,15.164,0.0223,0.4887,0.26904,0.40203,0.48757
UP,Wheels Up Experience Inc.,2.195,1468582733.3068848,2.215,Industrials,Airports & Air Services,0.33412698,-0.35166666,,,1.5845609,-5.628,,,-0.43787998,-0.3686,-0.30082
UPS,"United Parcel Service, Inc.",131.855,112520084501.05371,0.979,Industrials,Integrated Freight & Logistics,21.457586,14.868778,8.46,6.617854,1.2617733,11.405,0.0496,1.0604,0.0587,0.097670004,0.12974
URI,"United Rentals, Inc.",860.215,55162632602.2522,1.683,Industrials,Rental & Leasing Services,22.117987,17.598358,2.01,6.7046723,3.8423474,15.121,0.0078,0.16450001,0.17355,0.27061,0.30696
USA,Liberty All-Star Equity Fund,7.235,2043521841.787262,1.108,Financial Services,Asset Management,5.7420635,723.09,,1.0294956,74.269806,,0.0992,0.5238,12.7517605,0.39555,
USAC,"USA Compression Partners, LP",21.81,2547008334.936142,1.243,Energy,Oil & Gas Equipment & Services,41.942307,21.0,-26.49,,2.807348,9.801,0.096599996,4.0385,0.09766,0.3305,0.58542997
USB,U.S. Bancorp,47.865,74366099857.64062,1.051,Financial Services,Banks—Regional,14.716924,11.093967,3.64,1.4376967,3.0007398,,0.0417,0.6062,0.22023001,0.35277,
USFD,US Foods Holding Corp.,62.05,15147922184.150696,1.66,Consumer Defensive,Food Distribution,29.51905,16.658602,0.99,3.0402725,0.41315243,13.381,,,0.01422,0.03615,0.04014
USM,United States Cellular Corporation,59.77,5197934541.627136,0.479,Communication Services,Telecom Services,72.92771,60.07921,9.77,1.111766,1.3436251,10.66,,,0.018480001,0.05286,0.21895
USNA,"USANA Health Sciences, Inc.",34.54,657875895.7427979,0.892,Consumer Defensive,Packaged Foods,12.066433,12.686347,0.97,1.2787325,0.7513222,3.44,,,0.06294,0.083809994,0.11141
USPH,"U.S. Physical Therapy, Inc.",83.095,1251508598.2070923,1.389,Healthcare,Medical Care Facilities,83.84849,28.293516,3.73,2.5780158,2.0198984,19.088,0.0211,1.7576,0.04099,0.11853,0.13379
UTF,"Cohen & Steers Infrastructure Fund, Inc",25.4,2454614067.529297,1.008,Financial Services,Asset Management,21.961208,,,1.1130902,18.61041,,0.0728,1.6034,0.27438,0.76998,
UTG,Reaves Utility Income Fund,32.6635,2660982578.5616455,0.813,Financial Services,Asset Management,,,,1.256326,29.19674,,0.069699995,2.6904998,-0.34768,0.80587995,
UTI,"Universal Technical Institute, Inc.",15.86,849150189.6306992,1.352,Consumer Defensive,Education & Training Services,32.193874,17.010752,1.54,3.5558553,1.2032181,14.282,,,0.04226,0.04196,0.10441
UTL,Unitil Corporation,58.78,952325137.2756958,0.592,Utilities,Utilities—Diversified,19.551325,19.046774,3.36,1.8776035,1.8753433,9.911,0.028800001,0.5497,0.095290005,0.1348,0.32342997
UTZ,"Utz Brands, Inc.",16.74,1386505549.8345337,1.02,Consumer Defensive,Packaged Foods,419.45248,19.952381,1.22,1.9919183,0.96664524,23.887,0.0139999995,5.8,0.0029199999,0.056599997,0.08590999
UVE,"Universal Insurance Holdings, Inc.",19.1,542042927.558136,0.888,Financial Services,Insurance—Property & Casualty,6.6842103,8.396476,,1.383511,0.36495355,2.882,0.0332,0.22459999,0.05605,0.13026,0.08575
UVV,Universal Corporation,50.76,1245499754.089737,0.756,Consumer Defensive,Tobacco,10.385011,,,0.88336444,0.44230995,8.213,0.0652,0.65910006,0.043070003,0.02885,0.1025
UWMC,UWM Holdings Corporation,6.745,11033953746.650024,1.675,Financial Services,Mortgage Finance,226.16667,14.684783,-3.18,5.6781797,4.7737236,23.008,0.0581,13.3333,0.00127,0.29662,0.22575001
V,Visa Inc.,285.9,559619165888.0,0.961,Financial Services,Credit Services,30.466843,25.708033,2.29,14.188065,15.939075,27.018,0.0073,0.2152,0.54717,0.66865,0.69832003
VAC,Marriott Vacations Worldwide Corporation,76.94,2699198412.286377,1.812,Consumer Cyclical,Resorts & Casinos,18.12,10.886846,1.93,1.1360714,0.86913776,12.135,0.039300002,0.70589995,0.05185,0.15092,0.2087
VAL,Valaris Limited,50.7,3736112370.6173706,1.155,Energy,Oil & Gas Equipment & Services,3.7653735,6.787599,,1.7102374,1.7871978,15.383,,,0.49335,0.18013,0.14089
VALE,Vale S.A.,10.54,45582351649.3125,0.909,Basic Materials,Other Industrial Metals & Mining,4.677778,5.0625,-0.3,0.21908325,0.21685775,1.359,0.1682,0.625,0.23194,0.30082,0.40073
VATE,INNOVATE Corp.,6.29,81496841.35537148,2.158,Industrials,Engineering & Construction,,,,,0.060784426,8.485,,,-0.014140001,0.09198,0.06727
VBF,Invesco Bond Fund,16.35,186875812.29553223,0.475,Financial Services,Asset Management,22.41945,,,1.0312666,19.029278,,0.054,1.1118,0.01908,0.8968,
VCV,Invesco California Value Municipal Income Trust,10.57,507639318.26877594,0.675,Financial Services,Asset Management,11.51076,,,0.9306826,13.043858,,0.0731,0.4388,1.13416,0.86767995,
VEEV,Veeva Systems Inc.,219.83,35511827383.3313,0.808,Healthcare,Health Information Services,58.133335,32.200886,2.56,6.8094144,13.83957,49.611,,,0.23906,0.24622,0.24359
VEL,"Velocity Financial, Inc.",19.31,641654521.8006134,1.032,Financial Services,Mortgage Finance,11.068572,9.093897,,1.3602529,4.2239513,,,,0.40569,0.47125998,
VET,Vermilion Energy Inc.,9.7212,1523367648.3306885,2.603,Energy,Oil & Gas E&P,,10.166667,2.37,0.54593205,0.8402743,1.834,0.0359,0.066199996,-0.45558,-0.06809,0.68973
VFC,V.F. Corporation,17.925,6999456636.418457,1.553,Consumer Cyclical,Apparel Manufacturing,,19.548914,1.33,5.0350533,0.67984486,15.46,0.0198,5.3666997,-0.11389,-0.04107,0.08534
VFL,abrdn National Municipal Income Fund,10.93,134805069.2844391,0.613,Financial Services,Asset Management,,,,0.91274416,10.550427,,0.0545,0.38990003,0.16291,0.87248003,
VGM,Invesco Trust for Investment Grade Municipals,10.3701,564555111.7248535,0.555,Financial Services,Asset Management,11.965517,,,0.91476274,12.963219,,0.074499995,0.4932,1.08699,0.87241,
VGR,Vector Group Ltd.,14.99,2360640070.08,1.002,Consumer Defensive,Tobacco,11.896825,9.733767,0.57,,2.475483,8.832,0.053400002,0.63490003,0.20953,0.39575002,0.3818
VHC,VirnetX Holding Corporation,6.219,22605106.142463684,0.994,Technology,Software—Infrastructure,,3.3069944,,0.4631361,3871.6074,0.81,,,,-4415.0,
VHI,"Valhi, Inc.",37.68,1058112338.2095337,1.292,Basic Materials,Chemicals,43.802322,11.626543,1.07,1.1072898,0.53185844,11.789,0.0088,0.3721,0.01223,0.081829995,0.06262
VICI,VICI Properties Inc.,32.77,34551372503.58179,0.957,Real Estate,REIT—Diversified,12.937256,12.067765,2.01,1.3370513,9.14153,14.914,0.0531,0.65099996,0.70378,0.99984,0.9279
VIK,Viking Holdings Ltd,39.04,16644808259.999998,,Consumer Cyclical,Travel Services,,18.51202,,,3.4145775,17.338,,,-0.44065,0.26896998,0.23518999
VIPS,Vipshop Holdings Limited,14.085,7212692383.495605,0.333,Consumer Cyclical,Internet Retail,6.570093,5.8928566,66.03,0.19504954,0.066918656,-1.464,0.0307,0.2014,0.075100005,0.08307,0.10293
VIST,"Vista Energy, S.A.B. de C.V.",47.54,4563641336.845703,-0.018,Energy,Oil & Gas E&P,11.048387,6.497965,0.43,3.2827935,3.4113667,5.382,,,0.32754,0.45270002,0.74017996
VIV,Telefônica Brasil S.A.,9.365,15575001509.614014,0.182,Communication Services,Telecom Services,17.036364,12.473332,1.2,0.22289501,0.2895789,1.615,0.0587,0.78230006,0.09633,0.16097,0.31375998
VKI,Invesco Advantage Municipal Income Trust II,9.0,400542140.3274536,0.563,Financial Services,Asset Management,11.868422,,,0.9141553,12.483538,,0.0744,0.50630003,1.06409,0.86987,
VKQ,Invesco Municipal Trust,10.07,557604785.5668068,0.555,Financial Services,Asset Management,11.85694,,,0.9105796,12.951545,,0.0748,0.5096,1.09381,0.8737,
VLN,Valens Semiconductor Ltd.,1.93,205845293.91288757,0.393,Technology,Semiconductors,,-11.382353,-0.39,1.3308115,3.3340342,-2.407,,,-0.46706,-0.69001,-0.54801
VLO,Valero Energy Corporation,135.35,43633019168.70117,1.376,Energy,Oil & Gas Refining & Marketing,7.6661944,12.513863,-0.72,1.7069408,0.32317045,4.782,0.031600002,0.2368,0.04429,0.03769,0.08051
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",7.18,833798253.1042099,1.856,Industrials,Airlines,7.019802,9.581081,0.04,28.534138,0.26058465,21.423,,,0.03608,0.09116,0.15765001
VLTO,Veralto Corporation,112.1,27584442101.3031,,Industrials,Pollution & Treatment Controls,34.98125,29.93583,4.44,16.605606,5.4526854,23.916,0.0032,0.0842,0.156,0.23136999,0.24444
VMC,Vulcan Materials Company,256.125,33712276638.793945,0.815,Basic Materials,Building Materials,37.136032,28.036066,2.75,4.400984,4.4769425,19.07,0.0070999996,0.2572,0.12064,0.22245,0.26459998
VMI,"Valmont Industries, Inc.",297.29,5992700773.782349,1.032,Industrials,Conglomerates,35.58493,16.771702,1.83,4.0774846,1.4648649,12.01,0.007900001,0.2874,0.042729996,0.14168,0.1457
VMO,Invesco Municipal Opportunity Trust,10.0379,678736760.2611694,0.582,Financial Services,Asset Management,11.835295,,,0.9125352,12.514765,,0.074499995,0.50119996,1.05523,0.87448,
VNCE,Vince Holding Corp.,1.9157,24476980.72195053,1.769,Consumer Cyclical,Apparel Manufacturing,21.555555,16.166668,-1.8,0.46623412,0.08352961,35.986,,,0.0043200003,0.015240001,0.01601
VNO,Vornado Realty Trust,43.14,8985707915.06195,1.633,Real Estate,REIT—Office,478.66666,-187.23912,-27.57,1.8510739,4.7701225,22.5,,3.3332999,0.04267,0.24204001,0.42949
VNT,Vontier Corporation,35.07,5492498904.0,1.283,Technology,Scientific & Technical Instruments,13.434616,11.063291,1.51,5.300439,1.7938313,10.553,0.0028,0.0385,0.13427,0.16384001,0.23121999
VOC,VOC Energy Trust,5.2603,88910000.32424927,0.929,Energy,Oil & Gas E&P,6.4938273,,,7.1179624,5.687849,,0.1497,1.0,0.92372,0.8962,
VOYA,"Voya Financial, Inc.",82.49,8035939120.063782,1.032,Financial Services,Financial Conglomerates,10.808959,8.37003,0.58,2.012936,1.049465,8.79,0.0219,0.21079999,0.10872,0.18396,0.17797
VPG,"Vishay Precision Group, Inc.",23.455,307646216.8647766,1.164,Technology,Scientific & Technical Instruments,15.012904,15.261438,1.36,0.94645536,0.9315517,5.731,,,0.06297,0.076220006,0.15089
